clinic,encounter,day,encounters
11127,10,2010-12-31,9
11127,10,2011-01-31,21
11127,10,2011-02-28,21
11127,10,2011-03-31,35
11127,10,2011-04-30,31
11127,10,2011-05-31,19
11127,10,2011-06-30,25
11127,10,2011-07-31,37
11127,10,2011-08-31,24
11127,10,2011-09-30,16
11127,10,2011-10-31,13
11127,10,2011-11-30,21
11127,10,2011-12-31,20
11127,10,2012-01-31,23
11127,10,2012-02-29,25
11127,11,2006-05-31,2
11127,11,2006-06-30,1
11127,11,2006-08-31,1
11127,11,2006-09-30,1
11127,12,2006-10-31,1
11127,12,2007-02-28,1
11127,12,2008-01-31,1
11127,12,2008-04-30,1
11127,12,2008-05-31,37
11127,12,2008-06-30,1
11127,12,2008-10-31,1
11127,12,2009-01-31,121
11127,12,2009-02-28,8
11127,12,2009-03-31,1
11127,12,2009-04-30,2
11127,12,2009-07-31,3
11127,12,2009-10-31,366
11127,12,2010-01-31,52
11127,12,2010-03-31,2
11127,12,2010-04-30,2
11127,12,2010-06-30,1
11127,12,2010-08-31,3
11127,12,2010-09-30,5
11127,12,2010-10-31,11
11127,12,2010-11-30,3
11127,12,2010-12-31,2
11127,12,2011-01-31,2
11127,12,2011-02-28,2
11127,12,2011-03-31,3
11127,12,2011-04-30,4
11127,12,2011-05-31,4
11127,12,2011-06-30,2
11127,12,2011-07-31,36
11127,12,2011-08-31,5
11127,12,2011-09-30,6
11127,12,2011-10-31,1
11127,12,2011-11-30,40
11127,12,2011-12-31,3
11127,12,2012-01-31,4
11127,12,2012-02-29,394
11127,14,2007-03-31,1
11127,14,2008-04-30,1
11127,14,2008-05-31,15
11127,14,2008-06-30,2
11127,14,2008-12-31,1
11127,14,2009-01-31,20
11127,14,2009-02-28,361
11127,14,2009-03-31,534
11127,14,2009-04-30,468
11127,14,2009-05-31,507
11127,14,2009-06-30,528
11127,14,2009-07-31,425
11127,14,2009-08-31,30
11127,14,2009-09-30,486
11127,14,2009-10-31,528
11127,14,2009-11-30,569
11127,14,2009-12-31,583
11127,14,2010-01-31,197
11127,14,2010-04-30,8
11127,14,2010-05-31,344
11127,14,2010-06-30,460
11127,14,2010-07-31,509
11127,14,2010-08-31,16
11127,14,2010-09-30,380
11127,14,2010-10-31,552
11127,14,2010-11-30,524
11127,14,2010-12-31,416
11127,14,2011-01-31,539
11127,14,2011-02-28,253
11127,14,2011-03-31,400
11127,14,2011-04-30,414
11127,14,2011-05-31,408
11127,14,2011-06-30,410
11127,14,2011-07-31,365
11127,14,2011-08-31,30
11127,14,2011-09-30,489
11127,14,2011-10-31,227
11127,14,2011-11-30,62
11127,14,2011-12-31,3
11127,14,2012-01-31,358
11127,14,2012-02-29,347
11127,15,2011-10-31,1
11127,16,2006-12-31,1
11127,17,2006-01-31,1
11127,17,2006-03-31,2
11127,17,2006-05-31,2
11127,17,2006-06-30,1
11127,17,2006-08-31,1
11127,17,2006-09-30,1
11127,17,2006-10-31,1
11127,17,2006-11-30,1
11127,19,2006-03-31,1
11127,19,2006-12-31,1
11127,21,2009-01-31,2
11127,21,2009-10-31,4
11127,24,2011-08-31,2
11127,24,2011-09-30,1
11127,24,2011-10-31,1
11127,24,2011-11-30,1
11127,24,2011-12-31,3
11127,24,2012-02-29,1
11127,25,2010-09-30,1
11127,25,2011-06-30,1
11127,25,2011-11-30,1
11127,25,2011-12-31,2
11127,25,2012-02-29,2
11127,27,2011-07-31,1
11127,27,2011-11-30,1
11127,27,2011-12-31,3
11127,27,2012-01-31,1
11127,28,2011-07-31,1
11127,28,2011-12-31,1
11127,28,2012-01-31,1
11127,29,2011-10-31,1
11127,31,2011-10-31,1
11144,1,2006-11-30,1
11144,1,2007-10-31,2
11144,1,2007-12-31,1
11144,1,2008-06-30,1
11144,1,2008-08-31,1
11144,1,2009-01-31,1
11144,1,2009-04-30,1
11144,1,2009-06-30,1
11144,1,2009-07-31,1
11144,1,2009-08-31,1
11144,1,2009-10-31,1
11144,1,2010-05-31,1
11144,1,2010-08-31,1
11144,1,2010-10-31,1
11144,1,2011-01-31,2
11144,1,2011-02-28,1
11144,1,2011-09-30,1
11144,1,2012-01-31,1
11144,1,2012-02-29,1
11144,2,2008-09-30,1
11144,2,2009-10-31,1
11144,2,2011-03-31,1
11144,2,2012-02-29,18
11144,5,2012-02-29,21
11144,6,2009-10-31,1
11144,6,2012-02-29,14
11144,10,2006-11-30,1
11144,10,2007-10-31,2
11144,10,2007-12-31,1
11144,10,2008-06-30,1
11144,10,2008-08-31,1
11144,10,2009-01-31,1
11144,10,2009-04-30,1
11144,10,2009-06-30,1
11144,10,2009-07-31,1
11144,10,2009-08-31,1
11144,10,2009-10-31,1
11144,10,2010-05-31,1
11144,10,2010-08-31,1
11144,10,2010-10-31,1
11144,10,2011-01-31,2
11144,10,2011-02-28,1
11144,10,2011-09-30,1
11144,10,2012-02-29,1
11155,1,2008-12-31,1
11155,1,2009-03-31,1
11155,1,2009-06-30,2
11155,1,2009-07-31,1
11155,1,2009-08-31,2
11155,1,2009-09-30,5
11155,1,2009-10-31,1
11155,1,2009-11-30,7
11155,1,2009-12-31,1
11155,1,2010-05-31,5
11155,1,2010-06-30,1
11155,1,2010-07-31,3
11155,1,2010-08-31,3
11155,1,2010-09-30,3
11155,1,2010-10-31,1
11155,1,2010-11-30,1
11155,1,2011-01-31,2
11155,1,2011-02-28,3
11155,1,2011-03-31,2
11155,1,2011-04-30,4
11155,1,2011-05-31,1
11155,1,2011-07-31,1
11155,1,2011-08-31,2
11155,1,2011-09-30,1
11155,1,2011-10-31,1
11155,1,2011-11-30,1
11155,1,2012-01-31,4
11155,2,2009-08-31,7
11155,2,2009-09-30,2
11155,2,2009-10-31,5
11155,2,2009-11-30,11
11155,2,2009-12-31,13
11155,2,2010-01-31,6
11155,2,2010-02-28,1
11155,2,2010-03-31,6
11155,2,2010-04-30,6
11155,2,2010-05-31,12
11155,2,2010-06-30,10
11155,2,2010-07-31,8
11155,2,2010-08-31,8
11155,2,2010-09-30,9
11155,2,2010-10-31,5
11155,2,2010-11-30,2
11155,2,2010-12-31,6
11155,2,2011-01-31,3
11155,2,2011-02-28,12
11155,2,2011-03-31,3
11155,2,2011-04-30,14
11155,2,2011-05-31,10
11155,2,2011-06-30,13
11155,2,2011-07-31,6
11155,2,2011-08-31,17
11155,2,2011-09-30,11
11155,2,2011-10-31,7
11155,2,2011-11-30,18
11155,2,2011-12-31,3
11155,2,2012-01-31,18
11155,2,2012-02-29,11
11155,3,2008-12-31,1
11155,3,2009-03-31,1
11155,3,2009-06-30,2
11155,3,2009-07-31,1
11155,3,2009-08-31,2
11155,3,2009-09-30,5
11155,3,2009-10-31,1
11155,3,2009-11-30,7
11155,3,2010-05-31,4
11155,3,2010-06-30,1
11155,3,2010-07-31,2
11155,3,2010-08-31,3
11155,3,2010-09-30,3
11155,3,2010-10-31,1
11155,3,2010-11-30,1
11155,3,2011-01-31,1
11155,3,2011-02-28,2
11155,3,2011-03-31,2
11155,3,2011-04-30,2
11155,3,2011-08-31,1
11155,3,2011-09-30,1
11155,3,2011-11-30,2
11155,3,2011-12-31,3
11155,3,2012-01-31,1
11155,4,2009-08-31,7
11155,4,2009-09-30,2
11155,4,2009-10-31,5
11155,4,2009-11-30,7
11155,4,2009-12-31,8
11155,4,2010-01-31,4
11155,4,2010-03-31,7
11155,4,2010-04-30,6
11155,4,2010-05-31,12
11155,4,2010-06-30,9
11155,4,2010-07-31,8
11155,4,2010-08-31,4
11155,4,2010-09-30,5
11155,4,2010-10-31,2
11155,4,2010-12-31,1
11155,4,2011-01-31,3
11155,4,2011-02-28,2
11155,4,2011-03-31,1
11155,4,2011-04-30,2
11155,4,2011-06-30,1
11155,4,2011-08-31,1
11155,4,2011-09-30,1
11155,4,2011-10-31,1
11155,4,2011-11-30,10
11155,4,2012-01-31,7
11155,4,2012-02-29,7
11155,5,2008-12-31,1
11155,5,2009-08-31,3
11155,5,2009-09-30,1
11155,5,2009-10-31,4
11155,5,2009-11-30,10
11155,5,2009-12-31,13
11155,5,2010-01-31,4
11155,5,2010-03-31,6
11155,5,2010-04-30,5
11155,5,2010-05-31,15
11155,5,2010-06-30,10
11155,5,2010-07-31,10
11155,5,2010-08-31,8
11155,5,2010-09-30,11
11155,5,2010-10-31,4
11155,5,2010-11-30,2
11155,5,2010-12-31,5
11155,5,2011-01-31,3
11155,5,2011-02-28,8
11155,5,2011-03-31,4
11155,5,2011-04-30,9
11155,5,2011-05-31,8
11155,5,2011-06-30,10
11155,5,2011-07-31,6
11155,5,2011-08-31,12
11155,5,2011-09-30,7
11155,5,2011-10-31,3
11155,5,2011-11-30,14
11155,5,2011-12-31,1
11155,5,2012-01-31,18
11155,5,2012-02-29,9
11155,6,2008-12-31,1
11155,6,2009-03-31,2
11155,6,2009-06-30,1
11155,6,2009-08-31,4
11155,6,2009-09-30,6
11155,6,2009-10-31,1
11155,6,2009-11-30,7
11155,6,2009-12-31,3
11155,6,2010-01-31,1
11155,6,2010-02-28,1
11155,6,2010-03-31,2
11155,6,2010-04-30,1
11155,6,2010-05-31,5
11155,6,2010-07-31,3
11155,6,2010-08-31,4
11155,6,2010-09-30,1
11155,6,2010-10-31,2
11155,6,2010-11-30,1
11155,6,2010-12-31,2
11155,6,2011-01-31,1
11155,6,2011-02-28,5
11155,6,2011-03-31,1
11155,6,2011-04-30,5
11155,6,2011-06-30,5
11155,6,2011-07-31,1
11155,6,2011-08-31,6
11155,6,2011-09-30,5
11155,6,2011-10-31,5
11155,6,2011-11-30,5
11155,6,2012-01-31,15
11155,6,2012-02-29,2
11155,10,2008-12-31,1
11155,10,2009-03-31,1
11155,10,2009-06-30,2
11155,10,2009-07-31,1
11155,10,2009-08-31,3
11155,10,2009-09-30,5
11155,10,2009-10-31,2
11155,10,2009-11-30,6
11155,10,2009-12-31,1
11155,10,2010-05-31,5
11155,10,2010-06-30,2
11155,10,2010-07-31,2
11155,10,2010-08-31,4
11155,10,2010-09-30,3
11155,10,2010-10-31,1
11155,10,2010-11-30,1
11155,10,2011-01-31,2
11155,10,2011-02-28,3
11155,10,2011-03-31,4
11155,10,2011-04-30,3
11155,10,2011-05-31,1
11155,10,2011-07-31,1
11155,10,2011-08-31,2
11155,10,2011-09-30,1
11155,10,2011-10-31,1
11155,10,2011-11-30,2
11155,10,2011-12-31,3
11155,10,2012-01-31,1
11155,12,2009-10-31,4
11155,12,2009-12-31,1
11155,12,2010-04-30,2
11155,12,2010-08-31,2
11155,12,2011-01-31,1
11155,24,2011-07-31,1
11156,1,2008-11-30,2
11156,1,2009-01-31,2
11156,1,2009-02-28,2
11156,1,2009-04-30,1
11156,1,2009-05-31,3
11156,1,2009-06-30,7
11156,1,2009-07-31,5
11156,1,2009-08-31,6
11156,1,2009-09-30,13
11156,1,2009-10-31,23
11156,1,2009-11-30,10
11156,1,2009-12-31,2
11156,1,2010-08-31,1
11156,1,2010-11-30,1
11156,1,2010-12-31,12
11156,1,2011-03-31,1
11156,1,2011-04-30,10
11156,1,2011-05-31,8
11156,1,2011-06-30,6
11156,1,2011-07-31,9
11156,1,2011-08-31,4
11156,1,2011-10-31,4
11156,1,2011-11-30,10
11156,1,2011-12-31,9
11156,1,2012-01-31,3
11156,1,2012-02-29,5
11156,2,2008-11-30,2
11156,2,2008-12-31,1
11156,2,2009-01-31,2
11156,2,2009-02-28,5
11156,2,2009-03-31,3
11156,2,2009-04-30,1
11156,2,2009-05-31,2
11156,2,2009-06-30,5
11156,2,2009-07-31,2
11156,2,2009-08-31,8
11156,2,2009-09-30,15
11156,2,2009-10-31,48
11156,2,2009-11-30,51
11156,2,2009-12-31,9
11156,2,2010-04-30,3
11156,2,2010-06-30,1
11156,2,2010-08-31,3
11156,2,2010-09-30,3
11156,2,2010-10-31,1
11156,2,2010-11-30,11
11156,2,2010-12-31,47
11156,2,2011-01-31,52
11156,2,2011-02-28,66
11156,2,2011-03-31,89
11156,2,2011-04-30,33
11156,2,2011-05-31,54
11156,2,2011-06-30,35
11156,2,2011-07-31,56
11156,2,2011-08-31,29
11156,2,2011-09-30,23
11156,2,2011-10-31,77
11156,2,2011-11-30,75
11156,2,2011-12-31,79
11156,2,2012-01-31,68
11156,2,2012-02-29,29
11156,3,2009-01-31,1
11156,3,2009-02-28,4
11156,3,2009-06-30,4
11156,3,2009-07-31,5
11156,3,2009-08-31,8
11156,3,2009-09-30,8
11156,3,2009-10-31,19
11156,3,2009-11-30,4
11156,3,2009-12-31,3
11156,3,2011-01-31,4
11156,3,2011-02-28,3
11156,3,2011-03-31,1
11156,3,2011-04-30,11
11156,3,2011-05-31,12
11156,3,2011-06-30,4
11156,3,2011-07-31,2
11156,3,2011-08-31,2
11156,3,2011-10-31,3
11156,3,2011-11-30,8
11156,3,2011-12-31,5
11156,3,2012-01-31,3
11156,3,2012-02-29,2
11156,4,2009-10-31,1
11156,4,2011-01-31,7
11156,4,2011-02-28,5
11156,4,2011-03-31,4
11156,4,2011-04-30,5
11156,4,2011-05-31,1
11156,4,2011-06-30,1
11156,4,2011-10-31,1
11156,4,2011-11-30,2
11156,4,2011-12-31,6
11156,4,2012-01-31,7
11156,4,2012-02-29,2
11156,5,2008-11-30,1
11156,5,2008-12-31,1
11156,5,2009-01-31,3
11156,5,2009-02-28,5
11156,5,2009-03-31,2
11156,5,2009-04-30,1
11156,5,2009-05-31,2
11156,5,2009-06-30,2
11156,5,2009-07-31,4
11156,5,2009-08-31,9
11156,5,2009-09-30,18
11156,5,2009-10-31,62
11156,5,2009-11-30,53
11156,5,2009-12-31,9
11156,5,2010-04-30,2
11156,5,2010-06-30,1
11156,5,2010-08-31,3
11156,5,2010-10-31,1
11156,5,2010-11-30,11
11156,5,2010-12-31,57
11156,5,2011-01-31,53
11156,5,2011-02-28,67
11156,5,2011-03-31,89
11156,5,2011-04-30,40
11156,5,2011-05-31,60
11156,5,2011-06-30,39
11156,5,2011-07-31,64
11156,5,2011-08-31,35
11156,5,2011-09-30,23
11156,5,2011-10-31,84
11156,5,2011-11-30,85
11156,5,2011-12-31,88
11156,5,2012-01-31,71
11156,5,2012-02-29,34
11156,6,2008-11-30,2
11156,6,2008-12-31,1
11156,6,2009-01-31,4
11156,6,2009-02-28,3
11156,6,2009-06-30,3
11156,6,2009-07-31,4
11156,6,2009-08-31,8
11156,6,2009-09-30,20
11156,6,2009-10-31,34
11156,6,2009-11-30,17
11156,6,2009-12-31,2
11156,6,2010-04-30,1
11156,6,2010-06-30,1
11156,6,2010-09-30,2
11156,6,2010-12-31,2
11156,6,2011-03-31,12
11156,6,2011-04-30,3
11156,6,2011-05-31,9
11156,6,2011-06-30,5
11156,6,2011-07-31,11
11156,6,2011-08-31,11
11156,6,2011-09-30,3
11156,6,2011-10-31,8
11156,6,2011-11-30,3
11156,6,2011-12-31,7
11156,6,2012-01-31,4
11156,6,2012-02-29,5
11156,10,2008-11-30,2
11156,10,2009-01-31,2
11156,10,2009-02-28,2
11156,10,2009-04-30,1
11156,10,2009-05-31,3
11156,10,2009-06-30,10
11156,10,2009-07-31,3
11156,10,2009-08-31,9
11156,10,2009-09-30,10
11156,10,2009-10-31,26
11156,10,2009-11-30,8
11156,10,2009-12-31,4
11156,10,2010-12-31,11
11156,10,2011-03-31,1
11156,10,2011-04-30,10
11156,10,2011-05-31,10
11156,10,2011-06-30,6
11156,10,2011-07-31,7
11156,10,2011-08-31,4
11156,10,2011-10-31,5
11156,10,2011-11-30,8
11156,10,2011-12-31,9
11156,10,2012-01-31,3
11156,10,2012-02-29,5
11156,12,2009-06-30,1
11156,12,2009-08-31,1
11156,12,2009-10-31,1
11156,12,2010-07-31,1
11156,12,2011-03-31,5
11156,12,2011-04-30,1
11156,12,2011-05-31,1
11156,12,2011-06-30,2
11156,27,2011-08-31,1
11157,1,2009-06-30,25
11157,1,2009-07-31,41
11157,1,2009-08-31,33
11157,1,2009-09-30,28
11157,1,2009-10-31,14
11157,1,2009-11-30,4
11157,1,2009-12-31,6
11157,1,2010-02-28,1
11157,1,2010-03-31,14
11157,1,2010-04-30,11
11157,1,2010-05-31,2
11157,1,2010-06-30,10
11157,1,2010-07-31,7
11157,1,2010-08-31,4
11157,1,2010-09-30,7
11157,1,2010-10-31,9
11157,1,2010-11-30,6
11157,1,2010-12-31,11
11157,1,2011-01-31,21
11157,1,2011-02-28,8
11157,1,2011-03-31,23
11157,1,2011-04-30,28
11157,1,2011-05-31,11
11157,1,2011-06-30,15
11157,1,2011-07-31,17
11157,1,2011-08-31,5
11157,1,2011-09-30,9
11157,1,2011-10-31,21
11157,1,2011-11-30,13
11157,1,2011-12-31,24
11157,1,2012-01-31,10
11157,2,2009-07-31,2
11157,2,2009-08-31,14
11157,2,2009-09-30,24
11157,2,2009-10-31,18
11157,2,2009-11-30,16
11157,2,2009-12-31,4
11157,2,2010-01-31,2
11157,2,2010-02-28,1
11157,2,2010-03-31,40
11157,2,2010-04-30,12
11157,2,2010-05-31,23
11157,2,2010-06-30,25
11157,2,2010-07-31,27
11157,2,2010-08-31,26
11157,2,2010-09-30,27
11157,2,2010-10-31,39
11157,2,2010-11-30,43
11157,2,2010-12-31,41
11157,2,2011-01-31,49
11157,2,2011-02-28,57
11157,2,2011-03-31,79
11157,2,2011-04-30,87
11157,2,2011-05-31,86
11157,2,2011-06-30,109
11157,2,2011-07-31,125
11157,2,2011-08-31,95
11157,2,2011-09-30,62
11157,2,2011-10-31,133
11157,2,2011-11-30,105
11157,2,2011-12-31,127
11157,2,2012-01-31,142
11157,2,2012-02-29,79
11157,3,2009-06-30,28
11157,3,2009-07-31,11
11157,3,2009-08-31,22
11157,3,2009-09-30,26
11157,3,2009-10-31,17
11157,3,2009-11-30,4
11157,3,2009-12-31,1
11157,3,2010-03-31,6
11157,3,2010-07-31,2
11157,3,2010-09-30,1
11157,3,2010-10-31,1
11157,3,2010-12-31,1
11157,3,2011-01-31,7
11157,3,2011-02-28,8
11157,3,2011-03-31,7
11157,3,2011-04-30,7
11157,3,2011-08-31,8
11157,3,2011-09-30,1
11157,3,2011-10-31,4
11157,3,2011-11-30,3
11157,3,2011-12-31,1
11157,3,2012-01-31,3
11157,3,2012-02-29,5
11157,4,2009-07-31,1
11157,4,2010-12-31,1
11157,4,2011-01-31,1
11157,4,2011-02-28,2
11157,4,2011-04-30,1
11157,4,2011-11-30,1
11157,4,2012-01-31,3
11157,4,2012-02-29,7
11157,5,2009-06-30,6
11157,5,2009-07-31,31
11157,5,2009-08-31,22
11157,5,2009-09-30,16
11157,5,2009-10-31,29
11157,5,2009-11-30,14
11157,5,2009-12-31,7
11157,5,2010-01-31,1
11157,5,2010-03-31,39
11157,5,2010-04-30,24
11157,5,2010-05-31,23
11157,5,2010-06-30,22
11157,5,2010-07-31,27
11157,5,2010-08-31,15
11157,5,2010-09-30,34
11157,5,2010-10-31,36
11157,5,2010-11-30,31
11157,5,2010-12-31,36
11157,5,2011-01-31,71
11157,5,2011-02-28,73
11157,5,2011-03-31,71
11157,5,2011-04-30,102
11157,5,2011-05-31,91
11157,5,2011-06-30,106
11157,5,2011-07-31,143
11157,5,2011-08-31,79
11157,5,2011-09-30,71
11157,5,2011-10-31,135
11157,5,2011-11-30,122
11157,5,2011-12-31,145
11157,5,2012-01-31,150
11157,5,2012-02-29,83
11157,6,2009-06-30,14
11157,6,2009-07-31,36
11157,6,2009-08-31,21
11157,6,2009-09-30,15
11157,6,2009-10-31,10
11157,6,2009-11-30,4
11157,6,2009-12-31,4
11157,6,2010-02-28,1
11157,6,2010-03-31,26
11157,6,2010-04-30,8
11157,6,2010-05-31,3
11157,6,2010-06-30,8
11157,6,2010-07-31,6
11157,6,2010-08-31,14
11157,6,2010-09-30,17
11157,6,2010-10-31,24
11157,6,2010-11-30,13
11157,6,2010-12-31,22
11157,6,2011-01-31,26
11157,6,2011-02-28,20
11157,6,2011-03-31,25
11157,6,2011-04-30,36
11157,6,2011-05-31,16
11157,6,2011-06-30,28
11157,6,2011-07-31,22
11157,6,2011-08-31,11
11157,6,2011-09-30,7
11157,6,2011-10-31,21
11157,6,2011-11-30,10
11157,6,2011-12-31,15
11157,6,2012-01-31,11
11157,6,2012-02-29,4
11157,10,2009-06-30,32
11157,10,2009-07-31,40
11157,10,2009-08-31,34
11157,10,2009-09-30,31
11157,10,2009-10-31,17
11157,10,2009-11-30,12
11157,10,2009-12-31,6
11157,10,2010-02-28,1
11157,10,2010-03-31,14
11157,10,2010-04-30,11
11157,10,2010-05-31,2
11157,10,2010-06-30,10
11157,10,2010-07-31,7
11157,10,2010-08-31,4
11157,10,2010-09-30,8
11157,10,2010-10-31,9
11157,10,2010-11-30,5
11157,10,2010-12-31,11
11157,10,2011-01-31,21
11157,10,2011-02-28,9
11157,10,2011-03-31,22
11157,10,2011-04-30,28
11157,10,2011-05-31,11
11157,10,2011-06-30,15
11157,10,2011-07-31,17
11157,10,2011-08-31,5
11157,10,2011-09-30,9
11157,10,2011-10-31,21
11157,10,2011-11-30,14
11157,10,2011-12-31,23
11157,10,2012-01-31,10
11157,11,2011-02-28,1
11157,24,2012-02-29,1
11157,25,2011-10-31,1
11157,27,2011-09-30,1
11157,30,2012-01-31,1
11208,1,2006-01-31,62
11208,1,2006-02-28,25
11208,1,2006-03-31,65
11208,1,2006-04-30,53
11208,1,2006-05-31,59
11208,1,2006-06-30,47
11208,1,2006-07-31,62
11208,1,2006-08-31,51
11208,1,2006-09-30,21
11208,1,2006-10-31,53
11208,1,2006-11-30,68
11208,1,2006-12-31,78
11208,1,2007-01-31,78
11208,1,2007-02-28,52
11208,1,2007-03-31,94
11208,1,2007-04-30,82
11208,1,2007-05-31,77
11208,1,2007-06-30,82
11208,1,2007-07-31,95
11208,1,2007-08-31,91
11208,1,2007-09-30,98
11208,1,2007-10-31,93
11208,1,2007-11-30,72
11208,1,2007-12-31,66
11208,1,2008-01-31,67
11208,1,2008-02-29,57
11208,1,2008-03-31,66
11208,1,2008-04-30,72
11208,1,2008-05-31,60
11208,1,2008-06-30,50
11208,1,2008-07-31,61
11208,1,2008-08-31,56
11208,1,2008-09-30,78
11208,1,2008-10-31,73
11208,1,2008-11-30,67
11208,1,2008-12-31,46
11208,1,2009-01-31,25
11208,1,2009-02-28,47
11208,1,2009-03-31,61
11208,1,2009-04-30,55
11208,1,2009-05-31,52
11208,1,2009-06-30,52
11208,1,2009-07-31,59
11208,1,2009-08-31,70
11208,1,2009-09-30,63
11208,1,2009-10-31,59
11208,1,2009-11-30,56
11208,1,2009-12-31,42
11208,1,2010-01-31,19
11208,1,2010-02-28,39
11208,1,2010-03-31,65
11208,1,2010-04-30,61
11208,1,2010-05-31,51
11208,1,2010-06-30,46
11208,1,2010-07-31,41
11208,1,2010-08-31,44
11208,1,2010-09-30,33
11208,1,2010-10-31,45
11208,1,2010-11-30,34
11208,1,2010-12-31,32
11208,1,2011-01-31,40
11208,1,2011-02-28,37
11208,1,2011-03-31,47
11208,1,2011-04-30,40
11208,1,2011-05-31,46
11208,1,2011-06-30,48
11208,1,2011-07-31,38
11208,1,2011-08-31,53
11208,1,2011-09-30,61
11208,1,2011-10-31,33
11208,1,2011-11-30,42
11208,1,2011-12-31,34
11208,1,2012-01-31,62
11208,1,2012-02-29,42
11208,2,2006-01-31,269
11208,2,2006-02-28,153
11208,2,2006-03-31,295
11208,2,2006-04-30,203
11208,2,2006-05-31,247
11208,2,2006-06-30,274
11208,2,2006-07-31,286
11208,2,2006-08-31,276
11208,2,2006-09-30,246
11208,2,2006-10-31,293
11208,2,2006-11-30,245
11208,2,2006-12-31,304
11208,2,2007-01-31,288
11208,2,2007-02-28,227
11208,2,2007-03-31,306
11208,2,2007-04-30,311
11208,2,2007-05-31,379
11208,2,2007-06-30,330
11208,2,2007-07-31,372
11208,2,2007-08-31,395
11208,2,2007-09-30,399
11208,2,2007-10-31,377
11208,2,2007-11-30,394
11208,2,2007-12-31,384
11208,2,2008-01-31,389
11208,2,2008-02-29,429
11208,2,2008-03-31,489
11208,2,2008-04-30,453
11208,2,2008-05-31,545
11208,2,2008-06-30,461
11208,2,2008-07-31,520
11208,2,2008-08-31,441
11208,2,2008-09-30,509
11208,2,2008-10-31,591
11208,2,2008-11-30,534
11208,2,2008-12-31,532
11208,2,2009-01-31,211
11208,2,2009-02-28,514
11208,2,2009-03-31,612
11208,2,2009-04-30,475
11208,2,2009-05-31,455
11208,2,2009-06-30,494
11208,2,2009-07-31,549
11208,2,2009-08-31,613
11208,2,2009-09-30,607
11208,2,2009-10-31,352
11208,2,2009-11-30,498
11208,2,2009-12-31,554
11208,2,2010-01-31,155
11208,2,2010-02-28,233
11208,2,2010-03-31,553
11208,2,2010-04-30,494
11208,2,2010-05-31,576
11208,2,2010-06-30,488
11208,2,2010-07-31,190
11208,2,2010-08-31,212
11208,2,2010-09-30,249
11208,2,2010-10-31,135
11208,2,2010-11-30,86
11208,2,2010-12-31,122
11208,2,2011-01-31,266
11208,2,2011-02-28,317
11208,2,2011-03-31,333
11208,2,2011-04-30,418
11208,2,2011-05-31,447
11208,2,2011-06-30,403
11208,2,2011-07-31,242
11208,2,2011-08-31,365
11208,2,2011-09-30,375
11208,2,2011-10-31,353
11208,2,2011-11-30,386
11208,2,2011-12-31,454
11208,2,2012-01-31,659
11208,2,2012-02-29,431
11208,3,2006-10-31,8
11208,3,2006-11-30,30
11208,3,2006-12-31,19
11208,3,2007-01-31,5
11208,3,2007-03-31,15
11208,3,2007-04-30,23
11208,3,2007-05-31,18
11208,3,2007-06-30,25
11208,3,2007-07-31,34
11208,3,2007-08-31,24
11208,3,2007-09-30,28
11208,3,2007-10-31,10
11208,3,2009-01-31,1
11208,3,2009-03-31,1
11208,3,2009-04-30,29
11208,3,2009-05-31,22
11208,3,2009-06-30,15
11208,3,2009-07-31,29
11208,3,2009-08-31,30
11208,3,2009-09-30,26
11208,3,2009-10-31,1
11208,3,2010-08-31,1
11208,3,2010-11-30,1
11208,3,2010-12-31,1
11208,3,2011-01-31,2
11208,3,2011-02-28,18
11208,3,2011-03-31,31
11208,3,2011-04-30,34
11208,3,2011-05-31,44
11208,3,2011-06-30,22
11208,3,2011-07-31,29
11208,3,2011-08-31,28
11208,3,2011-09-30,32
11208,3,2011-10-31,17
11208,3,2011-11-30,22
11208,3,2011-12-31,22
11208,3,2012-01-31,16
11208,3,2012-02-29,10
11208,4,2007-08-31,1
11208,5,2006-01-31,15
11208,5,2006-02-28,8
11208,5,2006-03-31,10
11208,5,2006-04-30,5
11208,5,2006-05-31,18
11208,5,2006-06-30,18
11208,5,2006-07-31,25
11208,5,2006-08-31,27
11208,5,2006-09-30,62
11208,5,2006-10-31,72
11208,5,2006-11-30,214
11208,5,2006-12-31,352
11208,5,2007-01-31,250
11208,5,2007-02-28,244
11208,5,2007-03-31,310
11208,5,2007-04-30,358
11208,5,2007-05-31,110
11208,5,2007-06-30,133
11208,5,2007-07-31,497
11208,5,2007-08-31,674
11208,5,2007-09-30,674
11208,5,2007-10-31,659
11208,5,2007-11-30,381
11208,5,2007-12-31,615
11208,5,2008-01-31,353
11208,5,2008-02-29,129
11208,5,2008-03-31,126
11208,5,2008-04-30,411
11208,5,2008-05-31,179
11208,5,2008-06-30,237
11208,5,2008-07-31,326
11208,5,2008-08-31,241
11208,5,2008-09-30,256
11208,5,2008-10-31,252
11208,5,2008-11-30,434
11208,5,2008-12-31,396
11208,5,2009-01-31,363
11208,5,2009-02-28,597
11208,5,2009-03-31,479
11208,5,2009-04-30,670
11208,5,2009-05-31,445
11208,5,2009-06-30,765
11208,5,2009-07-31,844
11208,5,2009-08-31,669
11208,5,2009-09-30,796
11208,5,2009-10-31,242
11208,5,2009-11-30,591
11208,5,2009-12-31,742
11208,5,2010-01-31,169
11208,5,2010-02-28,253
11208,5,2010-03-31,611
