clinic,hiv,day,population
11412,1,2011-11-30,1190
11412,1,2011-12-31,1223
11412,1,2012-01-31,1253
11423,1,2008-10-31,6
11423,1,2008-12-31,8
11423,1,2009-01-31,8
11423,1,2009-03-31,10
11423,1,2009-04-30,12
11423,1,2009-05-31,13
11423,1,2009-06-30,19
11423,1,2009-07-31,26
11423,1,2009-08-31,34
11423,1,2009-09-30,42
11423,1,2009-10-31,69
11423,1,2009-11-30,78
11423,1,2009-12-31,86
11423,1,2010-01-31,89
11423,1,2010-02-28,89
11423,1,2010-03-31,90
11423,1,2010-04-30,97
11423,1,2010-05-31,97
11423,1,2010-06-30,101
11423,1,2010-07-31,108
11423,1,2010-08-31,112
11423,1,2010-09-30,120
11423,1,2010-10-31,126
11423,1,2010-11-30,127
11423,1,2010-12-31,132
11423,1,2011-01-31,137
11423,1,2011-02-28,142
11423,1,2011-03-31,149
11423,1,2011-04-30,154
11423,1,2011-05-31,164
11423,1,2011-06-30,167
11423,1,2011-07-31,168
11423,1,2011-08-31,169
11423,1,2011-09-30,170
11423,1,2011-10-31,170
11423,1,2011-11-30,177
11423,1,2011-12-31,179
11423,1,2012-01-31,187
11503,1,2006-01-31,16
11503,1,2006-03-31,16
11503,1,2006-04-30,16
11503,1,2006-06-30,16
11503,1,2006-07-31,16
11503,1,2006-09-30,17
11503,1,2006-10-31,17
11503,1,2006-12-31,20
11503,1,2007-01-31,27
11503,1,2007-03-31,72
11503,1,2007-04-30,90
11503,1,2007-06-30,117
11503,1,2007-07-31,131
11503,1,2007-09-30,155
11503,1,2007-10-31,162
11503,1,2007-12-31,172
11503,1,2008-01-31,180
11503,1,2008-03-31,193
11503,1,2008-04-30,198
11503,1,2008-06-30,215
11503,1,2008-07-31,221
11503,1,2008-09-30,250
11503,1,2008-10-31,265
11503,1,2008-12-31,284
11503,1,2009-01-31,304
11503,1,2009-03-31,324
11503,1,2009-04-30,344
11503,1,2009-05-31,352
11503,1,2009-06-30,368
11503,1,2009-07-31,392
11503,1,2009-08-31,405
11503,1,2009-09-30,412
11503,1,2009-10-31,432
11503,1,2009-11-30,439
11503,1,2009-12-31,444
11503,1,2010-01-31,450
11503,1,2010-02-28,454
11503,1,2010-03-31,465
11503,1,2010-04-30,477
11503,1,2010-05-31,485
11503,1,2010-06-30,497
11503,1,2010-07-31,514
11503,1,2010-08-31,519
11503,1,2010-09-30,532
11503,1,2010-10-31,549
11503,1,2010-11-30,558
11503,1,2010-12-31,561
11503,1,2011-01-31,578
11503,1,2011-02-28,586
11503,1,2011-03-31,597
11503,1,2011-04-30,605
11503,1,2011-05-31,621
11503,1,2011-06-30,629
11503,1,2011-07-31,643
11503,1,2011-08-31,651
11503,1,2011-09-30,661
11503,1,2011-10-31,670
11503,1,2011-11-30,681
11503,1,2011-12-31,687
11503,1,2012-01-31,699
12107,1,2006-03-31,4
12107,1,2006-06-30,4
12107,1,2006-09-30,4
12107,1,2006-12-31,5
12107,1,2007-03-31,5
12107,1,2007-09-30,6
12107,1,2008-09-30,11
12107,1,2009-05-31,13
12107,1,2009-06-30,29
12107,1,2009-07-31,44
12107,1,2009-08-31,52
12107,1,2009-09-30,68
12107,1,2009-10-31,74
12107,1,2009-11-30,97
12107,1,2009-12-31,119
12107,1,2010-01-31,133
12107,1,2010-02-28,142
12107,1,2010-03-31,159
12107,1,2010-04-30,191
12107,1,2010-05-31,212
12107,1,2010-06-30,236
12107,1,2010-07-31,258
12107,1,2010-08-31,271
12107,1,2010-09-30,286
12107,1,2010-10-31,310
12107,1,2010-11-30,317
12107,1,2010-12-31,324
12107,1,2011-01-31,339
12107,1,2011-02-28,348
12107,1,2011-03-31,361
12107,1,2011-04-30,373
12107,1,2011-05-31,393
12107,1,2011-06-30,406
12107,1,2011-07-31,412
12107,1,2011-08-31,421
12107,1,2011-09-30,424
12107,1,2011-10-31,439
12107,1,2011-11-30,445
12107,1,2011-12-31,446
12107,1,2012-01-31,446
12108,1,2006-01-31,5
12108,1,2006-03-31,7
12108,1,2006-04-30,7
12108,1,2006-06-30,10
12108,1,2006-07-31,11
12108,1,2006-09-30,11
12108,1,2006-10-31,12
12108,1,2006-12-31,19
12108,1,2007-01-31,21
12108,1,2007-03-31,22
12108,1,2007-04-30,24
12108,1,2007-06-30,26
12108,1,2007-07-31,26
12108,1,2007-09-30,26
12108,1,2007-10-31,26
12108,1,2007-12-31,26
12108,1,2008-01-31,26
12108,1,2008-03-31,26
12108,1,2008-04-30,26
12108,1,2008-06-30,26
12108,1,2008-07-31,26
12108,1,2008-09-30,26
12108,1,2008-10-31,26
12108,1,2008-12-31,26
12108,1,2009-01-31,26
12108,1,2009-03-31,26
12108,1,2009-04-30,26
12108,1,2009-05-31,26
12108,1,2009-06-30,26
12108,1,2009-07-31,26
12108,1,2009-08-31,26
12108,1,2009-09-30,26
12108,1,2009-10-31,26
12108,1,2009-11-30,26
12108,1,2009-12-31,26
12108,1,2010-01-31,26
12108,1,2010-02-28,26
12108,1,2010-03-31,26
12108,1,2010-04-30,26
12108,1,2010-05-31,26
12108,1,2010-06-30,26
12108,1,2010-07-31,26
12108,1,2010-08-31,26
12108,1,2010-09-30,26
12108,1,2010-10-31,26
12108,1,2010-11-30,26
12108,1,2010-12-31,26
12108,1,2011-01-31,26
12108,1,2011-02-28,26
12108,1,2011-03-31,26
12108,1,2011-04-30,26
12108,1,2011-05-31,26
12108,1,2011-06-30,26
12108,1,2011-07-31,26
12108,1,2011-08-31,26
12108,1,2011-09-30,26
12108,1,2011-10-31,26
12108,1,2011-11-30,26
12108,1,2011-12-31,26
12108,1,2012-01-31,26
12201,1,2006-03-31,9
12201,1,2006-06-30,27
12201,1,2006-09-30,54
12201,1,2006-12-31,77
12201,1,2007-03-31,113
12201,1,2007-09-30,154
12201,1,2008-09-30,255
12201,1,2009-06-30,400
12201,1,2009-07-31,418
12201,1,2009-08-31,429
12201,1,2009-09-30,450
12201,1,2009-10-31,461
12201,1,2009-11-30,473
12201,1,2009-12-31,487
12201,1,2010-01-31,487
12201,1,2010-02-28,490
12201,1,2010-03-31,493
12201,1,2010-04-30,497
12201,1,2010-05-31,498
12201,1,2010-06-30,499
12201,1,2010-07-31,499
12201,1,2010-08-31,503
12201,1,2010-09-30,506
12201,1,2010-10-31,506
12201,1,2010-11-30,507
12201,1,2010-12-31,507
12201,1,2011-01-31,508
12201,1,2011-02-28,509
12201,1,2011-03-31,516
12201,1,2011-04-30,530
12201,1,2011-05-31,538
12201,1,2011-06-30,549
12201,1,2011-07-31,562
12201,1,2011-08-31,574
12201,1,2011-09-30,584
12201,1,2011-10-31,593
12201,1,2011-11-30,606
12201,1,2011-12-31,607
12201,1,2012-01-31,607
13103,1,2006-03-31,1
13103,1,2006-06-30,1
13103,1,2006-09-30,1
13103,1,2006-12-31,1
13103,1,2007-03-31,1
13103,1,2007-09-30,1
13103,1,2008-09-30,1
13103,1,2008-12-31,20
13103,1,2009-01-31,30
13103,1,2009-03-31,30
13103,1,2009-04-30,30
13103,1,2009-05-31,31
13103,1,2009-06-30,31
13103,1,2009-07-31,31
13103,1,2009-08-31,31
13103,1,2009-09-30,31
13103,1,2009-10-31,40
13103,1,2009-11-30,46
13103,1,2009-12-31,48
13103,1,2010-01-31,48
13103,1,2010-02-28,49
13103,1,2010-03-31,50
13103,1,2010-04-30,52
13103,1,2010-05-31,55
13103,1,2010-06-30,58
13103,1,2010-07-31,60
13103,1,2010-08-31,60
13103,1,2010-09-30,67
13103,1,2010-10-31,75
13103,1,2010-11-30,82
13103,1,2010-12-31,85
13103,1,2011-01-31,92
13103,1,2011-02-28,100
13103,1,2011-03-31,111
13103,1,2011-04-30,118
13103,1,2011-05-31,126
13103,1,2011-06-30,137
13103,1,2011-07-31,142
13103,1,2011-08-31,148
13103,1,2011-09-30,157
13103,1,2011-10-31,172
13103,1,2011-11-30,206
13103,1,2011-12-31,236
13103,1,2012-01-31,256
13109,1,2009-10-31,1
13109,1,2009-11-30,4
13109,1,2009-12-31,4
13109,1,2010-01-31,4
13109,1,2010-02-28,4
13109,1,2010-03-31,4
13109,1,2010-04-30,4
13109,1,2010-05-31,4
13109,1,2010-06-30,4
13109,1,2010-07-31,4
13109,1,2010-08-31,4
13109,1,2010-09-30,4
13109,1,2010-10-31,4
13109,1,2010-11-30,4
13109,1,2010-12-31,4
13109,1,2011-01-31,6
13109,1,2011-02-28,11
13109,1,2011-03-31,69
13109,1,2011-04-30,85
13109,1,2011-05-31,113
13109,1,2011-06-30,134
13109,1,2011-07-31,159
13109,1,2011-08-31,175
13109,1,2011-09-30,193
13109,1,2011-10-31,209
13109,1,2011-11-30,212
13109,1,2011-12-31,214
13109,1,2012-01-31,214
13114,1,2009-06-30,3
13114,1,2009-07-31,5
13114,1,2009-08-31,7
13114,1,2009-09-30,12
13114,1,2009-10-31,14
13114,1,2009-11-30,15
13114,1,2009-12-31,16
13114,1,2010-01-31,16
13114,1,2010-02-28,16
13114,1,2010-03-31,17
13114,1,2010-04-30,17
13114,1,2010-05-31,18
13114,1,2010-06-30,20
13114,1,2010-07-31,21
13114,1,2010-08-31,23
13114,1,2010-09-30,24
13114,1,2010-10-31,24
13114,1,2010-11-30,24
13114,1,2010-12-31,24
13114,1,2011-01-31,24
13114,1,2011-02-28,24
13114,1,2011-03-31,24
13114,1,2011-04-30,24
13114,1,2011-05-31,24
13114,1,2011-06-30,24
13114,1,2011-07-31,24
13114,1,2011-08-31,25
13114,1,2011-09-30,25
13114,1,2011-10-31,25
13114,1,2011-11-30,25
13114,1,2011-12-31,26
13114,1,2012-01-31,28
14103,0,2009-01-31,1
14103,0,2009-03-31,1
14103,0,2009-04-30,1
14103,0,2009-05-31,1
14103,0,2009-06-30,1
14103,0,2009-07-31,1
14103,0,2009-08-31,1
14103,0,2009-09-30,1
14103,0,2009-10-31,1
14103,0,2009-11-30,1
14103,1,2006-04-30,1
14103,1,2006-06-30,1
14103,1,2006-07-31,1
14103,1,2006-09-30,1
14103,1,2006-10-31,1
14103,1,2006-12-31,1
14103,1,2007-01-31,1
14103,1,2007-03-31,1
14103,1,2007-04-30,2
14103,1,2007-06-30,3
14103,1,2007-07-31,3
14103,1,2007-09-30,15
14103,1,2007-10-31,16
14103,1,2007-12-31,16
14103,1,2008-01-31,16
14103,1,2008-03-31,22
14103,1,2008-04-30,29
14103,1,2008-06-30,42
14103,1,2008-07-31,48
14103,1,2008-09-30,72
14103,1,2008-10-31,84
14103,1,2008-12-31,93
14103,1,2009-01-31,97
14103,1,2009-03-31,112
14103,1,2009-04-30,134
14103,1,2009-05-31,137
14103,1,2009-06-30,137
14103,1,2009-07-31,138
14103,1,2009-08-31,148
14103,1,2009-09-30,156
14103,1,2009-10-31,157
14103,1,2009-11-30,163
14103,1,2009-12-31,167
14103,1,2010-01-31,168
14103,1,2010-02-28,169
14103,1,2010-03-31,169
14103,1,2010-04-30,170
14103,1,2010-05-31,170
14103,1,2010-06-30,170
14103,1,2010-07-31,170
14103,1,2010-08-31,171
14103,1,2010-09-30,171
14103,1,2010-10-31,171
14103,1,2010-11-30,171
14103,1,2010-12-31,171
14103,1,2011-01-31,171
14103,1,2011-02-28,171
14103,1,2011-03-31,181
14103,1,2011-04-30,186
14103,1,2011-05-31,189
14103,1,2011-06-30,199
14103,1,2011-07-31,211
14103,1,2011-08-31,213
14103,1,2011-09-30,219
14103,1,2011-10-31,222
14103,1,2011-11-30,224
14103,1,2011-12-31,224
14103,1,2012-01-31,232
14106,1,2008-06-30,1
14106,1,2008-07-31,1
14106,1,2008-09-30,1
14106,1,2008-10-31,1
14106,1,2008-12-31,2
14106,1,2009-01-31,2
14106,1,2009-03-31,2
14106,1,2009-04-30,2
14106,1,2009-05-31,2
14106,1,2009-06-30,3
14106,1,2009-07-31,3
14106,1,2009-08-31,3
14106,1,2009-09-30,3
14106,1,2009-10-31,3
14106,1,2009-11-30,4
14106,1,2009-12-31,4
14106,1,2010-01-31,5
14106,1,2010-02-28,5
14106,1,2010-03-31,8
14106,1,2010-04-30,10
14106,1,2010-05-31,10
14106,1,2010-06-30,11
14106,1,2010-07-31,11
14106,1,2010-08-31,11
14106,1,2010-09-30,11
14106,1,2010-10-31,11
14106,1,2010-11-30,11
14106,1,2010-12-31,11
14106,1,2011-01-31,11
14106,1,2011-02-28,11
14106,1,2011-03-31,11
14106,1,2011-04-30,11
14106,1,2011-05-31,11
14106,1,2011-06-30,11
14106,1,2011-07-31,11
14106,1,2011-08-31,11
14106,1,2011-09-30,13
14106,1,2011-10-31,13
14106,1,2011-11-30,13
14106,1,2011-12-31,13
14106,1,2012-01-31,13
15103,1,2007-03-31,12
15103,1,2007-04-30,16
15103,1,2007-06-30,37
15103,1,2007-07-31,52
15103,1,2007-09-30,73
15103,1,2007-10-31,78
15103,1,2007-12-31,101
15103,1,2008-01-31,111
15103,1,2008-03-31,136
15103,1,2008-04-30,145
15103,1,2008-06-30,161
15103,1,2008-07-31,168
15103,1,2008-09-30,188
15103,1,2008-10-31,198
15103,1,2008-12-31,220
15103,1,2009-01-31,234
15103,1,2009-03-31,253
15103,1,2009-04-30,264
15103,1,2009-05-31,267
15103,1,2009-06-30,273
15103,1,2009-07-31,298
15103,1,2009-08-31,305
15103,1,2009-09-30,315
15103,1,2009-10-31,321
15103,1,2009-11-30,329
15103,1,2009-12-31,341
15103,1,2010-01-31,342
15103,1,2010-02-28,348
15103,1,2010-03-31,357
15103,1,2010-04-30,368
15103,1,2010-05-31,372
15103,1,2010-06-30,381
15103,1,2010-07-31,386
15103,1,2010-08-31,390
15103,1,2010-09-30,395
15103,1,2010-10-31,401
15103,1,2010-11-30,407
15103,1,2010-12-31,411
15103,1,2011-01-31,420
15103,1,2011-02-28,428
15103,1,2011-03-31,441
15103,1,2011-04-30,455
15103,1,2011-05-31,461
15103,1,2011-06-30,466
15103,1,2011-07-31,478
15103,1,2011-08-31,485
15103,1,2011-09-30,490
15103,1,2011-10-31,496
15103,1,2011-11-30,502
15103,1,2011-12-31,509
15103,1,2012-01-31,518
21100,1,2006-01-31,291
21100,1,2006-03-31,325
21100,1,2006-04-30,345
21100,1,2006-06-30,398
21100,1,2006-07-31,417
21100,1,2006-09-30,458
21100,1,2006-10-31,483
21100,1,2006-12-31,534
21100,1,2007-01-31,572
21100,1,2007-03-31,656
21100,1,2007-04-30,706
21100,1,2007-06-30,774
21100,1,2007-07-31,812
21100,1,2007-09-30,891
21100,1,2007-10-31,913
21100,1,2007-12-31,963
21100,1,2008-01-31,984
21100,1,2008-03-31,1031
21100,1,2008-04-30,1055
21100,1,2008-06-30,1106
21100,1,2008-07-31,1140
21100,1,2008-09-30,1178
21100,1,2008-10-31,1216
21100,1,2008-12-31,1276
21100,1,2009-01-31,1311
21100,1,2009-03-31,1384
21100,1,2009-04-30,1408
21100,1,2009-05-31,1448
21100,1,2009-06-30,1500
21100,1,2009-07-31,1536
21100,1,2009-08-31,1566
21100,1,2009-09-30,1593
21100,1,2009-10-31,1628
21100,1,2009-11-30,1651
21100,1,2009-12-31,1680
21100,1,2010-01-31,1696
21100,1,2010-02-28,1705
21100,1,2010-03-31,1745
21100,1,2010-04-30,1768
21100,1,2010-05-31,1795
21100,1,2010-06-30,1813
21100,1,2010-07-31,1838
21100,1,2010-08-31,1871
21100,1,2010-09-30,1893
21100,1,2010-10-31,1918
21100,1,2010-11-30,1942
21100,1,2010-12-31,1971
21100,1,2011-01-31,1997
21100,1,2011-02-28,2032
21100,1,2011-03-31,2058
21100,1,2011-04-30,2080
21100,1,2011-05-31,2107
21100,1,2011-06-30,2135
21100,1,2011-07-31,2167
21100,1,2011-08-31,2188
21100,1,2011-09-30,2219
21100,1,2011-10-31,2236
21100,1,2011-11-30,2265
21100,1,2011-12-31,2281
21100,1,2012-01-31,2311
21201,1,2006-01-31,2
21201,1,2006-03-31,2
21201,1,2006-04-30,2
21201,1,2006-06-30,2
21201,1,2006-07-31,2
21201,1,2006-09-30,2
21201,1,2006-10-31,2
21201,1,2006-12-31,2
21201,1,2007-01-31,2
21201,1,2007-03-31,2
21201,1,2007-04-30,2
21201,1,2007-06-30,2
21201,1,2007-07-31,2
21201,1,2007-09-30,2
21201,1,2007-10-31,2
21201,1,2007-12-31,3
21201,1,2008-01-31,8
21201,1,2008-03-31,15
21201,1,2008-04-30,16
21201,1,2008-06-30,19
21201,1,2008-07-31,22
21201,1,2008-09-30,26
21201,1,2008-10-31,29
21201,1,2008-12-31,36
21201,1,2009-01-31,39
21201,1,2009-03-31,42
21201,1,2009-04-30,42
21201,1,2009-05-31,48
21201,1,2009-06-30,49
21201,1,2009-07-31,52
21201,1,2009-08-31,56
21201,1,2009-09-30,60
21201,1,2009-10-31,67
21201,1,2009-11-30,67
21201,1,2009-12-31,70
21201,1,2010-01-31,72
21201,1,2010-02-28,73
21201,1,2010-03-31,75
21201,1,2010-04-30,76
21201,1,2010-05-31,80
21201,1,2010-06-30,86
21201,1,2010-07-31,88
21201,1,2010-08-31,94
21201,1,2010-09-30,97
21201,1,2010-10-31,104
21201,1,2010-11-30,111
21201,1,2010-12-31,114
21201,1,2011-01-31,122
21201,1,2011-02-28,125
21201,1,2011-03-31,128
21201,1,2011-04-30,134
21201,1,2011-05-31,137
21201,1,2011-06-30,140
21201,1,2011-07-31,148
21201,1,2011-08-31,151
21201,1,2011-09-30,154
21201,1,2011-10-31,154
21201,1,2011-11-30,161
21201,1,2011-12-31,163
21201,1,2012-01-31,166
21401,1,2007-10-31,2
21401,1,2007-12-31,7
21401,1,2008-01-31,10
21401,1,2008-03-31,18
21401,1,2008-04-30,23
21401,1,2008-06-30,33
21401,1,2008-07-31,35
21401,1,2008-09-30,37
21401,1,2008-10-31,43
21401,1,2008-12-31,52
21401,1,2009-01-31,57
21401,1,2009-03-31,62
21401,1,2009-04-30,68
21401,1,2009-05-31,71
21401,1,2009-06-30,73
21401,1,2009-07-31,74
21401,1,2009-08-31,76
21401,1,2009-09-30,79
21401,1,2009-10-31,85
21401,1,2009-11-30,88
21401,1,2009-12-31,91
21401,1,2010-01-31,93
21401,1,2010-02-28,98
21401,1,2010-03-31,101
21401,1,2010-04-30,102
21401,1,2010-05-31,104
21401,1,2010-06-30,109
21401,1,2010-07-31,111
21401,1,2010-08-31,113
21401,1,2010-09-30,114
21401,1,2010-10-31,117
21401,1,2010-11-30,120
21401,1,2010-12-31,121
21401,1,2011-01-31,121
21401,1,2011-02-28,122
21401,1,2011-03-31,122
21401,1,2011-04-30,125
21401,1,2011-05-31,125
21401,1,2011-06-30,128
21401,1,2011-07-31,130
21401,1,2011-08-31,133
21401,1,2011-09-30,133
21401,1,2011-10-31,133
21401,1,2011-11-30,133
21401,1,2011-12-31,133
21401,1,2012-01-31,133
22101,1,2006-01-31,1
22101,1,2006-03-31,1
22101,1,2006-04-30,1
22101,1,2006-06-30,1
22101,1,2006-07-31,1
22101,1,2006-10-31,1
22101,1,2006-12-31,1
22101,1,2007-01-31,1
22101,1,2007-03-31,1
22101,1,2007-04-30,1
22101,1,2007-06-30,1
22101,1,2007-07-31,1
22101,1,2007-09-30,12
22101,1,2007-10-31,14
22101,1,2007-12-31,23
22101,1,2008-01-31,28
22101,1,2008-03-31,33
22101,1,2008-04-30,36
22101,1,2008-06-30,46
22101,1,2008-07-31,55
22101,1,2008-09-30,63
22101,1,2008-10-31,69
22101,1,2008-12-31,73
22101,1,2009-01-31,74
22101,1,2009-03-31,79
22101,1,2009-04-30,82
22101,1,2009-05-31,83
22101,1,2009-06-30,85
22101,1,2009-07-31,90
22101,1,2009-08-31,92
22101,1,2009-09-30,95
22101,1,2009-10-31,102
22101,1,2009-11-30,103
22101,1,2009-12-31,103
22101,1,2010-01-31,104
22101,1,2010-02-28,106
22101,1,2010-03-31,109
22101,1,2010-04-30,111
22101,1,2010-05-31,115
22101,1,2010-06-30,117
22101,1,2010-07-31,120
22101,1,2010-08-31,125
22101,1,2010-09-30,128
22101,1,2010-10-31,133
22101,1,2010-11-30,136
22101,1,2010-12-31,137
22101,1,2011-01-31,145
22101,1,2011-02-28,147
22101,1,2011-03-31,148
22101,1,2011-04-30,150
22101,1,2011-05-31,156
22101,1,2011-06-30,159
22101,1,2011-07-31,165
22101,1,2011-08-31,167
22101,1,2011-09-30,167
22101,1,2011-10-31,170
22101,1,2011-11-30,174
22101,1,2011-12-31,178
22101,1,2012-01-31,181
31100,1,2006-01-31,726
31100,1,2006-03-31,860
31100,1,2006-04-30,911
31100,1,2006-06-30,1079
31100,1,2006-07-31,1154
31100,1,2006-09-30,1307
31100,1,2006-10-31,1361
31100,1,2006-12-31,1491
31100,1,2007-01-31,1578
31100,1,2007-03-31,1766
31100,1,2007-04-30,1860
31100,1,2007-06-30,2030
31100,1,2007-07-31,2125
31100,1,2007-09-30,2246
31100,1,2007-10-31,2306
31100,1,2007-12-31,2398
31100,1,2008-01-31,2462
31100,1,2008-03-31,2588
31100,1,2008-04-30,2639
31100,1,2008-06-30,2777
31100,1,2008-07-31,2854
31100,1,2008-09-30,2969
31100,1,2008-10-31,3036
31100,1,2008-12-31,3119
31100,1,2009-01-31,3186
31100,1,2009-03-31,3322
31100,1,2009-04-30,3413
31100,1,2009-05-31,3460
31100,1,2009-06-30,3528
31100,1,2009-07-31,3598
31100,1,2009-08-31,3634
31100,1,2009-09-30,3708
31100,1,2009-10-31,3777
31100,1,2009-11-30,3845
31100,1,2009-12-31,3919
31100,1,2010-01-31,3980
31100,1,2010-02-28,4034
31100,1,2010-03-31,4110
31100,1,2010-04-30,4187
31100,1,2010-05-31,4257
31100,1,2010-06-30,4302
31100,1,2010-07-31,4370
31100,1,2010-08-31,4427
31100,1,2010-09-30,4480
31100,1,2010-10-31,4514
31100,1,2010-11-30,4543
31100,1,2010-12-31,4581
31100,1,2011-01-31,4639
31100,1,2011-02-28,4688
31100,1,2011-03-31,4746
31100,1,2011-04-30,4792
31100,1,2011-05-31,4842
31100,1,2011-06-30,4896
31100,1,2011-07-31,4952
31100,1,2011-08-31,4983
31100,1,2011-09-30,5002
31100,1,2011-10-31,5038
31100,1,2011-11-30,5087
31100,1,2011-12-31,5123
31100,1,2012-01-31,5161
31101,1,2006-01-31,3
31101,1,2006-03-31,4
31101,1,2006-04-30,4
31101,1,2006-06-30,4
31101,1,2006-07-31,4
31101,1,2006-09-30,4
31101,1,2006-10-31,4
31101,1,2006-12-31,4
31101,1,2007-01-31,5
31101,1,2007-03-31,6
31101,1,2007-04-30,6
31101,1,2007-06-30,46
31101,1,2007-07-31,81
31101,1,2007-09-30,110
31101,1,2007-10-31,126
31101,1,2007-12-31,154
31101,1,2008-01-31,174
31101,1,2008-03-31,206
31101,1,2008-04-30,227
31101,1,2008-06-30,265
31101,1,2008-07-31,292
31101,1,2008-09-30,341
31101,1,2008-10-31,364
31101,1,2008-12-31,398
31101,1,2009-01-31,424
31101,1,2009-03-31,463
31101,1,2009-04-30,487
31101,1,2009-05-31,501
31101,1,2009-06-30,518
31101,1,2009-07-31,532
31101,1,2009-08-31,547
31101,1,2009-09-30,564
31101,1,2009-10-31,577
31101,1,2009-11-30,585
31101,1,2009-12-31,597
31101,1,2010-01-31,606
31101,1,2010-02-28,617
31101,1,2010-03-31,642
31101,1,2010-04-30,655
31101,1,2010-05-31,674
31101,1,2010-06-30,695
31101,1,2010-07-31,714
31101,1,2010-08-31,736
31101,1,2010-09-30,752
31101,1,2010-10-31,761
31101,1,2010-11-30,768
31101,1,2010-12-31,775
31101,1,2011-01-31,787
31101,1,2011-02-28,800
31101,1,2011-03-31,822
31101,1,2011-04-30,840
31101,1,2011-05-31,861
31101,1,2011-06-30,879
31101,1,2011-07-31,891
31101,1,2011-08-31,908
31101,1,2011-09-30,931
31101,1,2011-10-31,954
31101,1,2011-11-30,969
31101,1,2011-12-31,977
31101,1,2012-01-31,989
31102,1,2006-09-30,4
31102,1,2007-03-31,1
31102,1,2007-04-30,1
31102,1,2007-06-30,20
31102,1,2007-07-31,30
31102,1,2007-09-30,62
31102,1,2007-10-31,62
31102,1,2007-12-31,79
31102,1,2008-01-31,100
31102,1,2008-03-31,116
31102,1,2008-04-30,130
31102,1,2008-06-30,172
31102,1,2008-07-31,184
31102,1,2008-09-30,265
31102,1,2008-10-31,225
31102,1,2008-12-31,264
31102,1,2009-01-31,267
31102,1,2009-03-31,300
31102,1,2009-04-30,325
31102,1,2009-05-31,335
31102,1,2009-06-30,355
31102,1,2009-07-31,372
31102,1,2009-08-31,380
31102,1,2009-09-30,438
31102,1,2009-10-31,455
31102,1,2009-11-30,468
31102,1,2009-12-31,483
31102,1,2010-01-31,500
31102,1,2010-02-28,518
31102,1,2010-03-31,550
31102,1,2010-04-30,571
31102,1,2010-05-31,590
31102,1,2010-06-30,607
31102,1,2010-07-31,625
31102,1,2010-08-31,646
31102,1,2010-09-30,669
31102,1,2010-10-31,686
31102,1,2010-11-30,698
31102,1,2010-12-31,708
31102,1,2011-01-31,719
31102,1,2011-02-28,735
31102,1,2011-03-31,755
31102,1,2011-04-30,773
31102,1,2011-05-31,796
31102,1,2011-06-30,816
31102,1,2011-07-31,846
31102,1,2011-08-31,872
31102,1,2011-09-30,906
31102,1,2011-10-31,938
31102,1,2011-11-30,962
31102,1,2011-12-31,981
31102,1,2012-01-31,995
32205,,2009-08-31,1
32205,1,2006-01-31,1
32205,1,2006-03-31,1
32205,1,2006-04-30,1
32205,1,2006-06-30,1
32205,1,2006-07-31,1
32205,1,2006-09-30,1
32205,1,2006-10-31,1
32205,1,2006-12-31,1
32205,1,2007-01-31,1
32205,1,2007-03-31,1
32205,1,2007-04-30,1
32205,1,2007-06-30,1
32205,1,2007-07-31,1
32205,1,2007-09-30,1
32205,1,2007-10-31,4
32205,1,2007-12-31,29
32205,1,2008-01-31,42
32205,1,2008-03-31,60
32205,1,2008-04-30,79
32205,1,2008-06-30,105
32205,1,2008-07-31,122
32205,1,2008-09-30,143
32205,1,2008-10-31,157
32205,1,2008-12-31,189
32205,1,2009-01-31,211
32205,1,2009-03-31,252
32205,1,2009-04-30,277
32205,1,2009-05-31,296
32205,1,2009-06-30,309
32205,1,2009-07-31,340
32205,1,2009-08-31,361
32205,1,2009-09-30,380
32205,1,2009-10-31,397
32205,1,2009-11-30,419
32205,1,2009-12-31,438
32205,1,2010-01-31,445
32205,1,2010-02-28,456
32205,1,2010-03-31,475
32205,1,2010-04-30,484
32205,1,2010-05-31,493
32205,1,2010-06-30,499
32205,1,2010-07-31,502
32205,1,2010-08-31,506
32205,1,2010-09-30,508
32205,1,2010-10-31,510
32205,1,2010-11-30,514
32205,1,2010-12-31,519
32205,1,2011-01-31,532
32205,1,2011-02-28,535
32205,1,2011-03-31,543
32205,1,2011-04-30,545
32205,1,2011-05-31,549
32205,1,2011-06-30,555
32205,1,2011-07-31,559
32205,1,2011-08-31,562
32205,1,2011-09-30,566
32205,1,2011-10-31,586
32205,1,2011-11-30,598
32205,1,2011-12-31,598
32205,1,2012-01-31,598
32207,1,2007-03-31,1
32207,1,2007-04-30,1
32207,1,2007-06-30,1
32207,1,2007-07-31,1
32207,1,2007-09-30,1
32207,1,2007-10-31,1
32207,1,2007-12-31,1
32207,1,2008-01-31,3
32207,1,2008-03-31,11
32207,1,2008-04-30,27
32207,1,2008-06-30,53
32207,1,2008-07-31,63
32207,1,2008-09-30,67
32207,1,2008-10-31,76
32207,1,2008-12-31,88
32207,1,2009-01-31,90
32207,1,2009-03-31,103
32207,1,2009-04-30,111
32207,1,2009-05-31,120
32207,1,2009-06-30,122
32207,1,2009-07-31,135
32207,1,2009-08-31,143
32207,1,2009-09-30,146
32207,1,2009-10-31,153
32207,1,2009-11-30,159
32207,1,2009-12-31,168
32207,1,2010-01-31,174
32207,1,2010-02-28,180
32207,1,2010-03-31,189
