Height	P1	P3	P15	P50	P85	P97	P99
108.6	14.651	15.232	16.422	18.065	19.946	21.684	22.686
108.7	14.681	15.263	16.456	18.103	19.988	21.731	22.735
108.8	14.711	15.294	16.489	18.141	20.031	21.778	22.785
108.9	14.740	15.325	16.523	18.179	20.074	21.825	22.835
109.0	14.770	15.356	16.557	18.217	20.117	21.873	22.886
109.1	14.800	15.387	16.591	18.256	20.160	21.920	22.936
109.2	14.830	15.418	16.626	18.294	20.203	21.968	22.986
109.3	14.860	15.450	16.660	18.332	20.246	22.016	23.037
109.4	14.890	15.481	16.694	18.371	20.290	22.064	23.087
109.5	14.920	15.513	16.729	18.410	20.333	22.112	23.138
109.6	14.950	15.544	16.763	18.448	20.377	22.160	23.189
109.7	14.980	15.576	16.798	18.487	20.421	22.209	23.241
109.8	15.010	15.608	16.833	18.526	20.465	22.258	23.292
109.9	15.041	15.640	16.868	18.565	20.508	22.306	23.343
110.0	15.071	15.671	16.903	18.604	20.553	22.355	23.394
110.1	15.102	15.703	16.938	18.644	20.597	22.404	23.446
110.2	15.132	15.735	16.973	18.683	20.641	22.453	23.498
110.3	15.163	15.767	17.008	18.722	20.686	22.502	23.550
110.4	15.194	15.800	17.043	18.762	20.730	22.551	23.602
110.5	15.225	15.832	17.078	18.802	20.775	22.601	23.654
110.6	15.255	15.864	17.114	18.841	20.820	22.650	23.707
110.7	15.286	15.897	17.149	18.881	20.864	22.700	23.759
110.8	15.317	15.929	17.185	18.921	20.909	22.749	23.812
110.9	15.348	15.962	17.220	18.961	20.954	22.799	23.864
111.0	15.380	15.994	17.256	19.001	20.999	22.849	23.917
111.1	15.411	16.027	17.292	19.041	21.045	22.899	23.970
111.2	15.442	16.060	17.328	19.081	21.090	22.949	24.023
111.3	15.473	16.093	17.364	19.122	21.136	23.000	24.076
111.4	15.505	16.125	17.400	19.162	21.181	23.050	24.129
111.5	15.536	16.158	17.436	19.202	21.227	23.101	24.183
111.6	15.568	16.191	17.472	19.243	21.273	23.151	24.236
111.7	15.599	16.224	17.508	19.284	21.318	23.202	24.290
111.8	15.631	16.258	17.544	19.324	21.364	23.253	24.344
111.9	15.662	16.291	17.581	19.365	21.410	23.304	24.397
112.0	15.694	16.324	17.617	19.406	21.456	23.355	24.451
112.1	15.726	16.357	17.654	19.447	21.503	23.406	24.506
112.2	15.758	16.391	17.690	19.488	21.549	23.457	24.560
112.3	15.790	16.424	17.727	19.529	21.595	23.509	24.614
112.4	15.822	16.458	17.763	19.570	21.642	23.560	24.668
112.5	15.854	16.491	17.800	19.612	21.688	23.612	24.723
112.6	15.886	16.525	17.837	19.653	21.735	23.664	24.778
112.7	15.918	16.559	17.874	19.694	21.782	23.715	24.832
112.8	15.950	16.592	17.911	19.736	21.828	23.767	24.887
112.9	15.983	16.626	17.948	19.777	21.875	23.819	24.942
113.0	16.015	16.660	17.985	19.819	21.922	23.871	24.997
113.1	16.047	16.694	18.022	19.861	21.969	23.923	25.052
113.2	16.079	16.728	18.059	19.902	22.016	23.975	25.107
113.3	16.112	16.762	18.096	19.944	22.064	24.027	25.162
113.4	16.144	16.796	18.134	19.986	22.111	24.080	25.218
113.5	16.177	16.830	18.171	20.028	22.158	24.132	25.273
113.6	16.209	16.864	18.208	20.070	22.206	24.185	25.329
113.7	16.242	16.898	18.246	20.112	22.253	24.237	25.384
113.8	16.274	16.932	18.283	20.154	22.301	24.290	25.440
113.9	16.307	16.966	18.321	20.196	22.348	24.343	25.496
114.0	16.340	17.001	18.358	20.238	22.396	24.396	25.552
114.1	16.372	17.035	18.396	20.281	22.444	24.449	25.608
114.2	16.405	17.069	18.433	20.323	22.491	24.502	25.664
114.3	16.438	17.104	18.471	20.365	22.539	24.555	25.720
114.4	16.471	17.138	18.509	20.408	22.587	24.608	25.776
114.5	16.504	17.172	18.547	20.450	22.635	24.661	25.832
114.6	16.536	17.207	18.584	20.493	22.683	24.714	25.888
114.7	16.569	17.241	18.622	20.535	22.731	24.767	25.945
114.8	16.602	17.276	18.660	20.578	22.779	24.821	26.001
114.9	16.635	17.310	18.698	20.620	22.827	24.874	26.058
115.0	16.668	17.345	18.736	20.663	22.875	24.928	26.114
115.1	16.701	17.380	18.774	20.706	22.924	24.981	26.171
115.2	16.734	17.414	18.812	20.748	22.972	25.035	26.227
115.3	16.767	17.449	18.850	20.791	23.020	25.088	26.284
115.4	16.800	17.483	18.888	20.834	23.069	25.142	26.341
115.5	16.833	17.518	18.926	20.877	23.117	25.196	26.398
115.6	16.866	17.553	18.964	20.919	23.165	25.249	26.454
115.7	16.899	17.588	19.002	20.962	23.214	25.303	26.511
115.8	16.933	17.622	19.040	21.005	23.262	25.357	26.568
115.9	16.966	17.657	19.078	21.048	23.311	25.411	26.625
116.0	16.999	17.692	19.116	21.091	23.359	25.464	26.682
116.1	17.032	17.727	19.154	21.134	23.408	25.518	26.739
116.2	17.065	17.761	19.193	21.177	23.457	25.572	26.796
116.3	17.098	17.796	19.231	21.220	23.505	25.626	26.853
116.4	17.132	17.831	19.269	21.263	23.554	25.680	26.911
116.5	17.165	17.866	19.307	21.306	23.603	25.734	26.968
116.6	17.198	17.900	19.345	21.349	23.651	25.789	27.026
116.7	17.231	17.935	19.383	21.392	23.700	25.843	27.083
116.8	17.264	17.970	19.422	21.435	23.749	25.897	27.140
116.9	17.297	18.005	19.460	21.478	23.798	25.951	27.198
117.0	17.330	18.040	19.498	21.521	23.847	26.006	27.255
117.1	17.364	18.075	19.537	21.564	23.895	26.060	27.312
117.2	17.397	18.109	19.575	21.608	23.944	26.114	27.370
117.3	17.430	18.144	19.613	21.651	23.993	26.168	27.427
117.4	17.463	18.179	19.651	21.694	24.042	26.223	27.485
117.5	17.497	18.214	19.690	21.737	24.091	26.277	27.542
117.6	17.530	18.249	19.728	21.780	24.140	26.331	27.600
117.7	17.563	18.284	19.766	21.823	24.189	26.386	27.657
117.8	17.596	18.319	19.805	21.866	24.237	26.440	27.715
117.9	17.630	18.354	19.843	21.910	24.286	26.494	27.772
118.0	17.663	18.389	19.881	21.953	24.335	26.549	27.830
118.1	17.696	18.424	19.920	21.996	24.384	26.603	27.888
118.2	17.729	18.458	19.958	22.039	24.433	26.657	27.945
118.3	17.763	18.493	19.996	22.082	24.482	26.712	28.003
118.4	17.796	18.528	20.035	22.126	24.531	26.766	28.061
118.5	17.829	18.563	20.073	22.169	24.580	26.821	28.118
118.6	17.862	18.598	20.111	22.212	24.629	26.875	28.176
118.7	17.896	18.633	20.150	22.255	24.678	26.930	28.234
118.8	17.928	18.667	20.188	22.299	24.727	26.985	28.292
118.9	17.962	18.702	20.226	22.342	24.776	27.039	28.350
119.0	17.995	18.737	20.265	22.385	24.825	27.094	28.408
119.1	18.028	18.772	20.303	22.428	24.874	27.148	28.465
119.2	18.061	18.807	20.341	22.472	24.923	27.203	28.523
119.3	18.094	18.842	20.380	22.515	24.972	27.257	28.581
119.4	18.128	18.877	20.418	22.558	25.021	27.312	28.639
119.5	18.161	18.911	20.456	22.601	25.070	27.366	28.696
119.6	18.194	18.946	20.494	22.644	25.119	27.421	28.754
119.7	18.227	18.981	20.533	22.688	25.169	27.476	28.812
119.8	18.260	19.016	20.571	22.731	25.218	27.530	28.870
119.9	18.293	19.051	20.609	22.774	25.267	27.585	28.928
120.0	18.327	19.086	20.648	22.817	25.316	27.639	28.986
